"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "vcontact_cluster" "sample" "country" "crispr_host" "sample_cluster"
"SRS049389_NODE_2_length_336461_cov_102.716" "SRS049389_NODE_2_length_336461_cov_102.716" 336461 102.716 FALSE 32.42 FALSE FALSE "Myoviridae" NA NA 0 67 TRUE "c283" "SRS049389" "US" NA "2"
"SRS054430_NODE_1_length_338250_cov_25.6172" "SRS054430_NODE_1_length_338250_cov_25.6172" 338250 25.6172 FALSE 32.05 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "c283" "SRS054430" "US" NA NA
"SRS105100_NODE_13_length_202656_cov_21.3065" "SRS105100_NODE_13_length_202656_cov_21.3065" 202656 21.3065 FALSE 42 FALSE FALSE "Myoviridae" NA NA 0 43 TRUE "c586" "SRS105100" "US" NA "5"
"SRS105100_NODE_3_length_404081_cov_137.777" "SRS105100_NODE_3_length_404081_cov_137.777" 404081 137.777 FALSE 32.36 FALSE FALSE "Myoviridae" NA NA 0 75 TRUE "c283" "SRS105100" "US" NA "5"
"SRS147937_NODE_6_length_223324_cov_10.2767" "SRS147937_NODE_6_length_223324_cov_10.2767" 223324 10.2767 FALSE 32.1 FALSE FALSE "Myoviridae" NA NA 0 42 TRUE "c586" "SRS147937" "US" NA NA
"SRS015893_NODE_12_length_234418_cov_22.0083" "SRS015893_NODE_12_length_234418_cov_22.0083" 234418 22.0083 TRUE 28.44 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "c264" "SRS015893" "US" NA "2"
"SRS015893_NODE_7_length_259483_cov_35.9771" "SRS015893_NODE_7_length_259483_cov_35.9771" 259483 35.9771 TRUE 30.67 FALSE FALSE "Myoviridae" NA NA 0 58 TRUE "c1097" "SRS015893" "US" "Lachnoanaerobaculum" "2"
"SRS014573_NODE_5_length_265666_cov_8.10716" "SRS014573_NODE_5_length_265666_cov_8.10716" 265666 8.10716 FALSE 37.37 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c337" "SRS014573" "US" "Centipeda" "2"
"SRS015215_NODE_4_length_251537_cov_15.8683" "SRS015215_NODE_4_length_251537_cov_15.8683" 251537 15.8683 FALSE 38.05 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c337" "SRS015215" "US" "Centipeda" "5"
"SRS051930_NODE_4_length_249295_cov_13.6604" "SRS051930_NODE_4_length_249295_cov_13.6604" 249295 13.6604 FALSE 38.08 FALSE FALSE "Myoviridae" NA NA 0 46 FALSE "c337" "SRS051930" "US" "Centipeda" NA
"ERR589550_NODE_13_length_214063_cov_4.60348" "ERR589550_NODE_13_length_214063_cov_4.60348" 214063 4.60348 FALSE 29.69 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "c120" "ERR589550" "China" NA "6"
"ERR589748_NODE_5_length_348284_cov_8.06265" "ERR589748_NODE_5_length_348284_cov_8.06265" 348284 8.06265 FALSE 29.82 FALSE FALSE "Myoviridae" NA NA 0 80 TRUE "c120" "ERR589748" "China" NA "6"
"SRS011084_NODE_12_length_328208_cov_2278.27" "SRS011084_NODE_12_length_328208_cov_2278.27" 328208 2278.27 FALSE 31.23 FALSE FALSE "Myoviridae" NA NA 0 76 TRUE "c120" "SRS011084" "US" NA "7"
"SRS016815_NODE_4_length_220735_cov_12.8891" "SRS016815_NODE_4_length_220735_cov_12.8891" 220735 12.8891 FALSE 36.46 FALSE FALSE "Myoviridae" NA NA 0 42 FALSE "c120" "SRS016815" "US" NA "2"
"SRS050244_NODE_8_length_246665_cov_14.8171" "SRS050244_NODE_8_length_246665_cov_14.8171" 246665 14.8171 FALSE 32.28 FALSE FALSE "Myoviridae" NA NA 0 48 TRUE "c120" "SRS050244" "US" "Prevotella" "2"
"SRS019219_NODE_9_length_232804_cov_7.05368" "SRS019219_NODE_9_length_232804_cov_7.05368" 232804 7.05368 FALSE 41.73 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c143" "SRS019219" "US" "Selenomonas" "2"
"SRS062878_NODE_2_length_230946_cov_6.27076" "SRS062878_NODE_2_length_230946_cov_6.27076" 230946 6.27076 FALSE 41.77 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c143" "SRS062878" "US" "Selenomonas" "3"
"SRS063603_NODE_10_length_226102_cov_9.39338" "SRS063603_NODE_10_length_226102_cov_9.39338" 226102 9.39338 FALSE 41.4 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "c143" "SRS063603" "US" "Selenomonas" NA
"SRS098498_NODE_15_length_221363_cov_23.0626" "SRS098498_NODE_15_length_221363_cov_23.0626" 221363 23.0626 FALSE 30.3 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "c143" "SRS098498" "US" "Veillonella" NA
